Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Locations;Adress generated;Latitude;Longitude;name;description
382639078;IDF THERMIC;3 RUE DE VERDUN ;78590;NOISY LE ROI;3320B Installation de machines et d'équipements industriels;SALARIE;Etendue;3 RUE DE VERDUN  78590 NOISY LE ROI;3 RUE DE VERDUN  78590 NOISY LE ROI;48.84324;2.059196;IDF THERMIC;SIREN : 382639078 | NAF : 3320B Installation de machines et d'équipements industriels |Portée : Etendue
413027640;LE BIVIC JEAN GUY NOTAIRES;48 RUE MONGE ;75005;PARIS;6910Z Activités juridiques;SALARIE;Etendue;48 RUE MONGE  75005 PARIS;48 RUE MONGE  75005 PARIS;48.845158;2.351911;LE BIVIC JEAN GUY NOTAIRES;SIREN : 413027640 | NAF : 6910Z Activités juridiques |Portée : Etendue
692002660;SA D'HLM COOPERER POUR HABITER;33 RUE DEFRANCE ;94300;VINCENNES;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;33 RUE DEFRANCE  94300 VINCENNES;33 RUE DEFRANCE  94300 VINCENNES;48.848476;2.447793;SA D'HLM COOPERER POUR HABITER;SIREN : 692002660 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
491351383;CAISSE DU REGIME SOCIAL DES INDEPENDANTS DES PROFESSIONS LIBERALES D'ILE DE FRANCE;22 RUE VIOLET ;75730;PARIS CEDEX 15;753A Sécurité sociale obligatoire;SALARIE;Etendue;22 RUE VIOLET  75730 PARIS CEDEX 15;22 RUE VIOLET  75730 PARIS CEDEX 15;48.848661;2.293189;CAISSE DU REGIME SOCIAL DES INDEPENDANTS DES PROFESSIONS LIBERALES D'ILE DE FRANCE;SIREN : 491351383 | NAF : 753A Sécurité sociale obligatoire |Portée : Etendue
399191071;CAISSE GENERALE DE RETRAITE DES CADRES PAR REPARTITION;18 AVENUE LEON GAUMONT ;75980;PARIS CEDEX 20;6530Z Caisses de retraite;SALARIE;Etendue;18 AVENUE LEON GAUMONT  75980 PARIS CEDEX 20;18 AVENUE LEON GAUMONT  75980 PARIS CEDEX 20;48.850137;2.416054;CAISSE GENERALE DE RETRAITE DES CADRES PAR REPARTITION;SIREN : 399191071 | NAF : 6530Z Caisses de retraite |Portée : Etendue
447881780;ETUDE GENEALOGIQUE ANDRIVEAU;18 RUE DU CHERCHE-MIDI ;75006;PARIS;6910Z Activités juridiques;SALARIE;Etendue;18 RUE DU CHERCHE-MIDI  75006 PARIS;18 RUE DU CHERCHE-MIDI  75006 PARIS;48.850986;2.328012;ETUDE GENEALOGIQUE ANDRIVEAU;SIREN : 447881780 | NAF : 6910Z Activités juridiques |Portée : Etendue
491316576;CIECE;10 rue Sextius Michel ;75015;PARIS;8542Z Enseignement supérieur et post-secondaire non supérieur;SALARIE;Etendue;10 rue Sextius Michel  75015 PARIS;10 rue Sextius Michel  75015 PARIS;48.851176;2.288559;CIECE;SIREN : 491316576 | NAF : 8542Z Enseignement supérieur et post-secondaire non supérieur |Portée : Etendue
350398269;FROIS 14;RUE DE L'INDUSTRIE ;14500;VIRE;3320B Installation de machines et d'équipements industriels;SALARIE;Etendue;RUE DE L'INDUSTRIE  14500 VIRE;RUE DE L'INDUSTRIE  14500 VIRE;48.854442;-0.880975;FROIS 14;SIREN : 350398269 | NAF : 3320B Installation de machines et d'équipements industriels |Portée : Etendue
518843008;GENHERIS;20 RUE DES TOURNELLES ;75004;PARIS;930N Services personnels;SALARIE;Etendue;20 RUE DES TOURNELLES  75004 PARIS;20 RUE DES TOURNELLES  75004 PARIS;48.854728;2.367575;GENHERIS;SIREN : 518843008 | NAF : 930N Services personnels |Portée : Etendue
301310314;SCP REYNIS HAGUEL PORET MILHAC SOMMAIRE;25 BOULEVARD DE BEAUMARCHAIS ;75004;PARIS;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Partielle;25 BOULEVARD DE BEAUMARCHAIS  75004 PARIS;25 BOULEVARD DE BEAUMARCHAIS  75004 PARIS;48.855435;2.36807;SCP REYNIS HAGUEL PORET MILHAC SOMMAIRE;SIREN : 301310314 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Partielle
429122278;AGECFA VOYAGEURS;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;9499Z Activités des autres organisations associatives;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;AGECFA VOYAGEURS;SIREN : 429122278 | NAF : 9499Z Activités des autres organisations associatives |Portée : Partielle
784410888;CAISSE DE RETRAITE CADRES;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;Code APE: 8430B;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;CAISSE DE RETRAITE CADRES;SIREN : 784410888 | NAF : Code APE: 8430B |Portée : Partielle
778119248;CAISSE DE RETRAITE INTERPROFESSIONNELLE DES SALARIES;174, RUE DE CHARONNE ;75011;PARIS;Code APE: 8430B;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS;174, RUE DE CHARONNE  75011 PARIS;48.856041;2.393306;CAISSE DE RETRAITE INTERPROFESSIONNELLE DES SALARIES;SIREN : 778119248 | NAF : Code APE: 8430B |Portée : Partielle
784394652;CARCEPT;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;8430B Sécurité sociale obligatoire;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;CARCEPT;SIREN : 784394652 | NAF : 8430B Sécurité sociale obligatoire |Portée : Partielle
348855388;CARCEPT PREVOYANCE;174, RUE DE CHARONNE ;75011;PARIS;8430B Sécurité sociale obligatoire;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS;174, RUE DE CHARONNE  75011 PARIS;48.856041;2.393306;CARCEPT PREVOYANCE;SIREN : 348855388 | NAF : 8430B Sécurité sociale obligatoire |Portée : Partielle
784394827;CRPB-AFB;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;8430B Sécurité sociale obligatoire;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;CRPB-AFB;SIREN : 784394827 | NAF : 8430B Sécurité sociale obligatoire |Portée : Partielle
514118884;DOMISSIMO SERVICES;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;9609Z Autres services personnels;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;DOMISSIMO SERVICES;SIREN : 514118884 | NAF : 9609Z Autres services personnels |Portée : Partielle
417752805;FONGECFA TRANSPORT;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;9499Z Activités des autres organisations associatives;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;FONGECFA TRANSPORT;SIREN : 417752805 | NAF : 9499Z Activités des autres organisations associatives |Portée : Partielle
397498783;OREPA PREVOYANCE;174, RUE DE CHARONNE ;75011;PARIS/FRANCE;8430B Sécurité sociale obligatoire;SALARIE;Partielle;174, RUE DE CHARONNE  75011 PARIS/FRANCE;174, RUE DE CHARONNE  75011 PARIS/FRANCE;48.856041;2.393306;OREPA PREVOYANCE;SIREN : 397498783 | NAF : 8430B Sécurité sociale obligatoire |Portée : Partielle
300574795;INSTITUTION DE PREVOYANCE NESTLE;7 BOULEVARD PIERRE CARLE ;77186;NOISIEL;6512Z Assurance;SALARIE;Etendue;7 BOULEVARD PIERRE CARLE  77186 NOISIEL;7 BOULEVARD PIERRE CARLE  77186 NOISIEL;48.856857;2.623851;INSTITUTION DE PREVOYANCE NESTLE;SIREN : 300574795 | NAF : 6512Z Assurance |Portée : Etendue
552120875;LABORATOIRES GUIGOZ;7 BOULEVARD PIERRE CARLE BP 900 - NOISIEL;77446;MARNE-LA-VALLEE CEDEX 02;6420Z Activités des sociétés holding;SALARIE;Etendue;7 BOULEVARD PIERRE CARLE BP 900 - NOISIEL 77446 MARNE-LA-VALLEE CEDEX 02;7 BOULEVARD PIERRE CARLE  77446 MARNE-LA-VALLEE CEDEX 02;48.856857;2.623851;LABORATOIRES GUIGOZ;SIREN : 552120875 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
390179448;MALMAISON;58 AVENUE DE FOUILLEUSE ;92500;RUEIL MALMAISON;633Z Agences de voyage;SALARIE;Etendue;58 AVENUE DE FOUILLEUSE  92500 RUEIL MALMAISON;58 AVENUE DE FOUILLEUSE  92500 RUEIL MALMAISON;48.862118;2.195621;MALMAISON;SIREN : 390179448 | NAF : 633Z Agences de voyage |Portée : Etendue
353649577;RUMALDIS S.A.S;58 AVENUE DE FOUILLEUSE ;92500;RUEIL-MALMAISON;521F Commerce de détail en magasin non spécialisé;SALARIE;Etendue;58 AVENUE DE FOUILLEUSE  92500 RUEIL-MALMAISON;58 AVENUE DE FOUILLEUSE  92500 RUEIL-MALMAISON;48.862118;2.195621;RUMALDIS S.A.S;SIREN : 353649577 | NAF : 521F Commerce de détail en magasin non spécialisé |Portée : Etendue
341062404;ASSOCIATION HABITAT ET SOINS;102 C RUE AMELOT ;75011;PARIS;8790B Autres activités d'hébergement social;SALARIE;Etendue;102 C RUE AMELOT  75011 PARIS;102 C RUE AMELOT  75011 PARIS;48.862531;2.367994;ASSOCIATION HABITAT ET SOINS;SIREN : 341062404 | NAF : 8790B Autres activités d'hébergement social |Portée : Etendue
784810111;CRESCENDO;102 RUE AMELOT ;75011;PARIS;8891A Autre action sociale sans hébergement;SALARIE;Etendue;102 RUE AMELOT  75011 PARIS;102 RUE AMELOT  75011 PARIS;48.862531;2.367994;CRESCENDO;SIREN : 784810111 | NAF : 8891A Autre action sociale sans hébergement |Portée : Etendue
784810111;CRESCENDO;102 C RUE AMELOT ;75011;PARIS;8891A Autre action sociale sans hébergement;SALARIE;Etendue;102 C RUE AMELOT  75011 PARIS;102 C RUE AMELOT  75011 PARIS;48.862531;2.367994;CRESCENDO;SIREN : 784810111 | NAF : 8891A Autre action sociale sans hébergement |Portée : Etendue
775685506;JEUNESSE CULTURE LOISIRS ET TECHNIQUE;102 C RUE AMELOT ;75011;PARIS;8899A Autre action sociale sans hébergement;SALARIE;Etendue;102 C RUE AMELOT  75011 PARIS;102 C RUE AMELOT  75011 PARIS;48.862531;2.367994;JEUNESSE CULTURE LOISIRS ET TECHNIQUE;SIREN : 775685506 | NAF : 8899A Autre action sociale sans hébergement |Portée : Etendue
775685506;JEUNESSE CULTURE LOISIRS ET TECHNIQUE;102 C RUE AMELOT ;75011;PARIS;8899A Autre action sociale sans hébergement;SALARIE;Etendue;102 C RUE AMELOT  75011 PARIS;102 C RUE AMELOT  75011 PARIS;48.862531;2.367994;JEUNESSE CULTURE LOISIRS ET TECHNIQUE;SIREN : 775685506 | NAF : 8899A Autre action sociale sans hébergement |Portée : Etendue
309285211;SYNDICAT NATIONAL DES INFIRMIERS INFIRMIERES LIBERAUX;111 BIS BOULEVARD MENILMONTANT ;75011;PARIS;911A Organisations économiques;SALARIE;Etendue;111 BIS BOULEVARD MENILMONTANT  75011 PARIS;111 BIS BOULEVARD MENILMONTANT  75011 PARIS;48.865281;2.384178;SYNDICAT NATIONAL DES INFIRMIERS INFIRMIERES LIBERAUX;SIREN : 309285211 | NAF : 911A Organisations économiques |Portée : Etendue
425100294;EURONEXT TECHNOLOGIES S.A.S.;39 RUE CAMBON ;75001;PARIS;6201Z Programmation, conseil et autres activités informatiques;SALARIE;Générale;39 RUE CAMBON  75001 PARIS;39 RUE CAMBON  75001 PARIS;48.868578;2.32712;EURONEXT TECHNOLOGIES S.A.S.;SIREN : 425100294 | NAF : 6201Z Programmation, conseil et autres activités informatiques |Portée : Générale
384122123;CIC IBERBANCO;8 RUE D'ANJOU ;75008;PARIS;;SALARIE;Etendue;8 RUE D'ANJOU  75008 PARIS;8 RUE D'ANJOU  75008 PARIS;48.869772;2.320843;CIC IBERBANCO;SIREN : 384122123 | NAF :  |Portée : Etendue
784349953;SCP M LETULLE C LETULLE JOLY G DELOISON NOTAIRES ASSOCIES;3 RUE MONTALIVET ;75008;PARIS;6910Z Activités juridiques;SALARIE;Etendue;3 RUE MONTALIVET  75008 PARIS;3 RUE MONTALIVET  75008 PARIS;48.87068;2.319065;SCP M LETULLE C LETULLE JOLY G DELOISON NOTAIRES ASSOCIES;SIREN : 784349953 | NAF : 6910Z Activités juridiques |Portée : Etendue
302695937;BANQUE TRANSATLANTIQUE;26 AVENUE FRANKLIN D ROOSEVELT ;75372;PARIS;;SALARIE;Etendue;26 AVENUE FRANKLIN D ROOSEVELT  75372 PARIS;26 AVENUE FRANKLIN D ROOSEVELT  75372 PARIS;48.872169;2.310267;BANQUE TRANSATLANTIQUE;SIREN : 302695937 | NAF :  |Portée : Etendue
344877881;GAN OUTRE MER IARD;8-10 RUE D'ASTORG ;75008;PARIS;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Etendue;8-10 RUE D'ASTORG  75008 PARIS;8-10 RUE D'ASTORG  75008 PARIS;48.872824;2.319456;GAN OUTRE MER IARD;SIREN : 344877881 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Etendue
410601280;KROLL ASSOCIATES;29 RUE DE BERRI ;75008;PARIS;741G Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;29 RUE DE BERRI  75008 PARIS;29 RUE DE BERRI  75008 PARIS;48.873303;2.305643;KROLL ASSOCIATES;SIREN : 410601280 | NAF : 741G Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
409763083;KROLL TALBOT HUGHES FRANCE;29 RUE DE BERRI ;75008;PARIS;741G Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;29 RUE DE BERRI  75008 PARIS;29 RUE DE BERRI  75008 PARIS;48.873303;2.305643;KROLL TALBOT HUGHES FRANCE;SIREN : 409763083 | NAF : 741G Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
378784862;OWLIANCE SERVICES ET ASSISTANCE;26 RUE CAMBACERES ;75008;PARIS;6420Z Activités des sociétés holding;SALARIE;Etendue;26 RUE CAMBACERES  75008 PARIS;26 RUE CAMBACERES  75008 PARIS;48.873805;2.318057;OWLIANCE SERVICES ET ASSISTANCE;SIREN : 378784862 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
377682943;ASSURANCES ET REASSURANCES TECHNIQUES;18 RUE DE COURCELLES ;75384;PARIS CEDEX 08;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Etendue;18 RUE DE COURCELLES  75384 PARIS CEDEX 08;18 RUE DE COURCELLES  75384 PARIS CEDEX 08;48.874086;2.310805;ASSURANCES ET REASSURANCES TECHNIQUES;SIREN : 377682943 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Etendue
493278451;GA PREVOYANCE CONSEIL;18 RUE DE COURCELLES ;75008;PARIS;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Etendue;18 RUE DE COURCELLES  75008 PARIS;18 RUE DE COURCELLES  75008 PARIS;48.874086;2.310805;GA PREVOYANCE CONSEIL;SIREN : 493278451 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Etendue
493826614;MILESTONE;18 RUE DE COURCELLES ;75384;PARIS CEDEX 08;6430Z Fonds de placement et entités financières similaires;SALARIE;Etendue;18 RUE DE COURCELLES  75384 PARIS CEDEX 08;18 RUE DE COURCELLES  75384 PARIS CEDEX 08;48.874086;2.310805;MILESTONE;SIREN : 493826614 | NAF : 6430Z Fonds de placement et entités financières similaires |Portée : Etendue
352807549;MSH INTERNATIONAL;18 RUE DE COURCELLES ;75008;PARIS;;SALARIE;Etendue;18 RUE DE COURCELLES  75008 PARIS;18 RUE DE COURCELLES  75008 PARIS;48.874086;2.310805;MSH INTERNATIONAL;SIREN : 352807549 | NAF :  |Portée : Etendue
315518803;ANTIN RESIDENCES;59 RUE DE PROVENCE ;75439;PARIS CEDEX 09;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;59 RUE DE PROVENCE  75439 PARIS CEDEX 09;59 RUE DE PROVENCE  75439 PARIS CEDEX 09;48.87422;2.334131;ANTIN RESIDENCES;SIREN : 315518803 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
327001016;ARCHE IMMOBILIER;59 RUE DE PROVENCE ;75009;PARIS;4110A Promotion immobilière;SALARIE;Etendue;59 RUE DE PROVENCE  75009 PARIS;59 RUE DE PROVENCE  75009 PARIS;48.87422;2.334131;ARCHE IMMOBILIER;SIREN : 327001016 | NAF : 4110A Promotion immobilière |Portée : Etendue
784314072;ASSOCIATION POUR LE LOGEMENT DES FAMILLES ET DES ISOLES;59 RUE DE PROVENCE ;75009;PARIS CEDEX 09;9499Z Activités des autres organisations associatives;SALARIE;Etendue;59 RUE DE PROVENCE  75009 PARIS CEDEX 09;59 RUE DE PROVENCE  75009 PARIS CEDEX 09;48.87422;2.334131;ASSOCIATION POUR LE LOGEMENT DES FAMILLES ET DES ISOLES;SIREN : 784314072 | NAF : 9499Z Activités des autres organisations associatives |Portée : Etendue
347726481;GIE ARCADE PROMOTION;59 RUE DE PROVENCE ;75009;PARIS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;59 RUE DE PROVENCE  75009 PARIS;59 RUE DE PROVENCE  75009 PARIS;48.87422;2.334131;GIE ARCADE PROMOTION;SIREN : 347726481 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
341379477;GIE ARCADE SERVICES;59 RUE DE PROVENCE ;75009;PARIS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;59 RUE DE PROVENCE  75009 PARIS;59 RUE DE PROVENCE  75009 PARIS;48.87422;2.334131;GIE ARCADE SERVICES;SIREN : 341379477 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
552094476;LA VINCENNOISE;59 RUE DE PROVENCE ;75009;PARIS;6820A Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;59 RUE DE PROVENCE  75009 PARIS;59 RUE DE PROVENCE  75009 PARIS;48.87422;2.334131;LA VINCENNOISE;SIREN : 552094476 | NAF : 6820A Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
392796728;ARGOVIE;26 RUE DROUOT ;75009;PARIS;741J Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;26 RUE DROUOT  75009 PARIS;26 RUE DROUOT  75009 PARIS;48.874261;2.340773;ARGOVIE;SIREN : 392796728 | NAF : 741J Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
487604415;SOGETI CORPORATE SERVICES;41-44 RUE PERGOLESE ;75016;PARIS;;SALARIE;Etendue;41-44 RUE PERGOLESE  75016 PARIS;41-44 RUE PERGOLESE  75016 PARIS;48.874304;2.282227;SOGETI CORPORATE SERVICES;SIREN : 487604415 | NAF :  |Portée : Etendue
412257420;ASSURANCES CREDIT MUTUEL NORD VIE;173 BOULEVARD HAUSSMANN ;75008;PARIS;6511Z Assurance;SALARIE;Etendue;173 BOULEVARD HAUSSMANN  75008 PARIS;173 BOULEVARD HAUSSMANN  75008 PARIS;48.874576;2.3069;ASSURANCES CREDIT MUTUEL NORD VIE;SIREN : 412257420 | NAF : 6511Z Assurance |Portée : Etendue
349367557;ACADOMIA GROUPE SA;7 RUE DE LA BAUME ;75008;PARIS;;SALARIE;Etendue;7 RUE DE LA BAUME  75008 PARIS;7 RUE DE LA BAUME  75008 PARIS;48.874597;2.311146;ACADOMIA GROUPE SA;SIREN : 349367557 | NAF :  |Portée : Etendue
341888998;C2C - CARTES ET CREDIT A LA CONSOMMATION;6 AVENUE DE PROVENCE ;75009;PARIS;6492Z Autres activités des services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;6 AVENUE DE PROVENCE  75009 PARIS;6 AVENUE DE PROVENCE  75009 PARIS;48.874763;2.33433;C2C - CARTES ET CREDIT A LA CONSOMMATION;SIREN : 341888998 | NAF : 6492Z Autres activités des services financiers, hors assurance et caisses de retraite |Portée : Etendue
542016381;CREDIT INDUSTRIEL ET COMMERCIAL;6 AVENUE DE PROVENCE ;75009;PARIS;;SALARIE;Etendue;6 AVENUE DE PROVENCE  75009 PARIS;6 AVENUE DE PROVENCE  75009 PARIS;48.874763;2.33433;CREDIT INDUSTRIEL ET COMMERCIAL;SIREN : 542016381 | NAF :  |Portée : Etendue
501493605;AREVA MINES;33 RUE LAFAYETTE ;75009;PARIS;2013A Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synt;SALARIE;Etendue;33 RUE LAFAYETTE  75009 PARIS;33 RUE LAFAYETTE  75009 PARIS;48.874829;2.337767;AREVA MINES;SIREN : 501493605 | NAF : 2013A Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synt |Portée : Etendue
572104891;AUTORITE DE CONTROLE PRUDENTIEL;Autorité de contrôle prudentiel 61 RUE TAITBOUT;75436;PARIS CEDEX 09;6411Z Intermédiation monétaire;SALARIE;Etendue;Autorité de contrôle prudentiel 61 RUE TAITBOUT 75436 PARIS CEDEX 09;Autorité de contrôle prudentiel 61 RUE TAITBOUT 75436 PARIS CEDEX 09;48.875835;2.335201;AUTORITE DE CONTROLE PRUDENTIEL;SIREN : 572104891 | NAF : 6411Z Intermédiation monétaire |Portée : Etendue
523287522;FTL PARIS RIVE GAUCHE;70, RUE SAINT LAZARE ;75009;PARIS;6820B Location et exploitation de biens immobiliers propres ou loués;SALARIE;Etendue;70, RUE SAINT LAZARE  75009 PARIS;70, RUE SAINT LAZARE  75009 PARIS;48.876378;2.330525;FTL PARIS RIVE GAUCHE;SIREN : 523287522 | NAF : 6820B Location et exploitation de biens immobiliers propres ou loués |Portée : Etendue
327168332;ALTAVIA;1 RUE REMBRANDT ;75008;PARIS;7311Z Publicité;SALARIE;Etendue;1 RUE REMBRANDT  75008 PARIS;1 RUE REMBRANDT  75008 PARIS;48.876382;2.307875;ALTAVIA;SIREN : 327168332 | NAF : 7311Z Publicité |Portée : Etendue
452090723;FTL PARIS EST;3 RUE DE LONDRES ;75009;PARIS;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;3 RUE DE LONDRES  75009 PARIS;3 RUE DE LONDRES  75009 PARIS;48.876579;2.330618;FTL PARIS EST;SIREN : 452090723 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
775671878;UNION NATIONALE POUR L EMPLOI DANS L INDUSTRIE ET LE COMMERCE;1 avenue du docteur Gley s ;75020;PARIS;753C Sécurité sociale obligatoire;SALARIE;Etendue;1 avenue du docteur Gley s  75020 PARIS;1 avenue du docteur Gley s  75020 PARIS;48.87721;2.410184;UNION NATIONALE POUR L EMPLOI DANS L INDUSTRIE ET LE COMMERCE;SIREN : 775671878 | NAF : 753C Sécurité sociale obligatoire |Portée : Etendue
692043714;CAISSE REGIONALE CREDIT MUTUEL ILE DE FRANCE;18 RUE DE LA ROCHEFOUCAULD ;75019;PARIS;6419Z Intermédiation monétaire;SALARIE;Etendue;18 RUE DE LA ROCHEFOUCAULD  75019 PARIS;18 RUE DE LA ROCHEFOUCAULD  75019 PARIS;48.878146;2.334686;CAISSE REGIONALE CREDIT MUTUEL ILE DE FRANCE;SIREN : 692043714 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
;FEDERATION ILE DE FRANCE DU CREDIT MUTUEL;18 RUE DE LA ROCHEFOUCAULD ;75009;PARIS;0111Z Cultures non permanentes;SALARIE;Etendue;18 RUE DE LA ROCHEFOUCAULD  75009 PARIS;18 RUE DE LA ROCHEFOUCAULD  75009 PARIS;48.878146;2.334686;FEDERATION ILE DE FRANCE DU CREDIT MUTUEL;SIREN :  | NAF : 0111Z Cultures non permanentes |Portée : Etendue
326206364;SCP GUILBERT BIGOT GAILLOT WUHRMANN;123 AVENUE PAUL DOUMER ;92500;RUEIL-MALMAISON;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;123 AVENUE PAUL DOUMER  92500 RUEIL-MALMAISON;123 AVENUE PAUL DOUMER  92500 RUEIL-MALMAISON;48.878609;2.178646;SCP GUILBERT BIGOT GAILLOT WUHRMANN;SIREN : 326206364 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
719803967;FONCIA FOUBERT;7 RUE MAUREPAS ;92500;RUEIL MALMAISON;703A Activités immobilières pour compte de tiers;SALARIE;Etendue;7 RUE MAUREPAS  92500 RUEIL MALMAISON;7 RUE MAUREPAS  92500 RUEIL MALMAISON;48.879241;2.181149;FONCIA FOUBERT;SIREN : 719803967 | NAF : 703A Activités immobilières pour compte de tiers |Portée : Etendue
906150206;LOGICAP;127 RUE GAMBETTA ;92150;SURESNES;4110A Promotion immobilière;SALARIE;Etendue;127 RUE GAMBETTA  92150 SURESNES;127 RUE GAMBETTA  92150 SURESNES;48.879731;2.231373;LOGICAP;SIREN : 906150206 | NAF : 4110A Promotion immobilière |Portée : Etendue
391626801;LOGIH;127 RUE GAMBETTA ;92150;SURESNES;4110A Promotion immobilière;SALARIE;Etendue;127 RUE GAMBETTA  92150 SURESNES;127 RUE GAMBETTA  92150 SURESNES;48.879731;2.231373;LOGIH;SIREN : 391626801 | NAF : 4110A Promotion immobilière |Portée : Etendue
